,State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Average_House_Price
139,Arkansas,Polk County,20212,6.4,88.0,0.5,1.1,0.5,0.0,18735,26.6,28.4,15.7,22.4,15.4,18.1,77.0,18.0,0.6,1.0,0.8,2.5,23.0,72.6,17.1,10.3,0.0,8.5,103602.81572879861
140,Arkansas,Pope County,63372,8.5,84.7,2.9,0.4,1.0,0.0,21650,19.8,30.2,18.3,22.0,11.2,18.3,84.1,9.2,0.2,1.9,1.8,2.8,18.5,79.5,13.8,6.6,0.1,7.3,134438.87703969865
141,Arkansas,Prairie County,8309,0.6,85.0,13.4,0.4,0.0,0.0,22653,16.8,28.1,15.7,19.5,12.3,24.4,78.7,11.5,0.0,2.2,2.7,4.9,26.8,75.6,14.7,8.5,1.2,7.6,91543.91471265747
142,Arkansas,Pulaski County,392848,6.0,53.2,35.9,0.2,2.1,0.0,29855,17.3,41.2,16.7,25.4,6.8,10.0,83.4,9.8,1.0,1.3,1.3,3.4,20.3,75.7,19.4,4.7,0.2,5.9,143780.96803081495
143,Arkansas,Randolph County,17514,1.9,95.1,0.9,0.6,0.0,0.0,20932,20.9,29.7,17.7,17.4,13.4,21.8,83.2,10.7,0.0,2.1,1.5,2.5,28.6,72.8,17.9,8.9,0.4,3.5,95126.26486683544
144,Arkansas,Saline County,116252,4.5,85.9,6.4,0.3,1.1,0.1,28410,8.0,35.4,15.7,27.3,9.9,11.5,85.9,9.7,0.0,0.5,1.1,2.7,26.1,78.9,16.6,4.5,0.1,4.3,170899.8190915019
147,Arkansas,Sebastian County,127362,13.7,70.4,6.7,1.1,4.3,0.0,23916,22.5,29.4,18.1,23.6,9.9,19.0,82.3,11.5,0.4,1.8,1.8,2.3,19.0,85.3,9.9,4.6,0.2,5.6,126359.61287291309
149,Arkansas,Sharp County,17041,2.1,93.9,0.4,0.5,0.4,0.0,20078,23.3,26.6,21.6,21.1,15.0,15.8,78.7,14.8,0.0,1.2,1.6,3.8,25.0,74.9,14.8,10.2,0.0,6.7,96434.9242732628
151,Arkansas,Union County,40022,3.8,61.1,32.7,0.8,0.5,0.0,23463,20.1,33.4,13.4,25.0,11.4,16.8,89.4,7.3,0.2,1.0,0.4,1.7,19.0,79.8,15.0,5.0,0.2,8.3,96952.85883569345
152,Arkansas,Van Buren County,16751,2.9,93.7,0.4,0.6,0.1,0.0,20568,19.6,26.9,16.7,24.1,17.1,15.3,82.0,10.7,0.0,1.8,1.7,3.8,27.9,75.5,12.6,11.8,0.0,8.3,99229.49278788111
154,Arkansas,White County,78706,4.2,88.4,4.0,0.2,0.7,0.0,23120,16.6,33.4,17.4,21.2,11.5,16.5,82.2,11.2,0.0,2.8,0.7,3.1,24.0,79.6,14.0,5.9,0.5,6.2,129555.98357475868
155,Arkansas,Woodruff County,6763,0.5,69.2,27.5,0.0,1.5,0.1,19987,26.0,35.4,15.7,21.9,12.5,14.5,84.2,9.0,1.2,2.4,1.1,2.2,18.1,81.0,12.8,6.2,0.0,10.1,53994.5598562288
156,Arkansas,Yell County,21601,19.7,75.6,2.0,0.8,1.4,0.0,20209,17.8,23.5,17.0,20.0,16.8,22.8,79.0,10.0,0.6,2.2,2.2,6.0,20.8,78.7,14.4,6.6,0.3,6.3,115056.25725516578
159,California,Amador County,37306,13.2,79.3,2.0,0.7,1.5,0.2,29628,10.6,32.7,23.2,24.1,9.9,10.1,80.7,9.2,0.1,2.5,1.1,6.4,32.0,63.9,21.0,14.7,0.4,9.3,300141.3722724631
160,California,Butte County,225207,15.7,72.9,1.5,0.7,4.4,0.2,26304,20.5,35.9,22.2,22.7,9.2,10.1,75.0,11.1,1.2,3.2,3.9,5.7,20.1,72.8,17.2,9.7,0.4,9.1,272599.07723399595
161,California,Calaveras County,45057,11.5,82.0,0.6,0.9,1.2,0.5,31652,12.8,35.6,18.4,22.9,11.6,11.5,79.1,9.9,1.0,1.2,0.6,8.3,35.5,67.6,18.2,13.7,0.4,7.1,285287.6912935702
165,California,El Dorado County,185015,12.6,78.5,0.9,0.6,4.2,0.2,38156,9.8,41.4,19.0,24.2,8.2,7.0,77.8,8.5,1.8,2.0,1.6,8.3,29.1,72.0,16.8,11.1,0.2,8.1,446782.0481469655
167,California,Glenn County,27935,40.8,52.5,0.8,1.7,2.6,0.3,21029,19.6,22.6,19.7,17.8,23.9,16.0,75.9,12.4,0.4,3.9,1.6,5.7,24.0,70.9,17.3,10.9,0.9,9.2,215510.03223507138
168,California,Humboldt County,135490,11.1,74.9,1.0,4.6,2.9,0.3,25208,20.8,33.9,23.1,23.6,10.3,9.1,72.0,9.1,1.9,6.7,2.8,7.4,18.2,63.6,21.5,14.5,0.4,8.9,346512.19558212435
173,California,Lake County,64095,19.4,71.7,2.1,3.2,1.4,0.0,23345,22.8,25.8,26.5,21.4,16.1,10.1,71.3,11.5,1.0,3.0,0.6,12.5,28.9,68.3,20.0,11.4,0.3,11.2,219633.45998167747
179,California,Mendocino County,87497,24.5,65.9,0.6,3.3,1.7,0.2,27093,19.1,32.5,22.0,22.6,14.4,8.5,74.6,10.1,0.3,5.2,1.7,8.1,19.8,63.6,19.7,16.2,0.5,10.4,432073.72515957296
185,California,Nevada County,98838,9.2,85.4,0.5,0.7,1.1,0.1,35581,12.1,41.3,20.3,22.7,8.3,7.5,74.4,8.6,1.2,2.8,2.7,10.4,24.5,69.3,14.5,15.7,0.6,7.3,427811.61712451745
187,California,Placer County,374985,13.6,73.8,1.4,0.3,6.8,0.1,39734,8.2,44.0,16.6,25.7,7.4,6.4,79.5,7.8,1.3,1.5,1.6,8.3,27.3,75.7,15.8,8.3,0.2,5.6,457263.3087525543
188,California,Plumas County,18724,8.5,83.5,0.9,1.8,0.8,0.3,32056,13.3,32.4,25.1,18.6,13.9,10.0,78.5,10.3,0.1,3.1,2.3,5.7,21.9,59.9,26.0,14.0,0.2,9.4,239193.60002929173
201,California,Shasta County,178919,9.6,80.4,1.1,2.2,2.9,0.1,26455,18.1,31.7,21.9,26.3,10.5,9.5,82.0,7.5,0.6,2.2,1.9,5.8,19.9,73.3,16.5,10.0,0.2,6.8,240554.4084229139
203,California,Siskiyou County,43530,12.0,77.2,1.5,2.9,1.6,0.3,24605,20.7,32.9,21.3,21.9,14.4,9.5,74.4,9.9,0.7,4.9,1.3,8.9,18.9,63.0,22.5,14.3,0.3,9.1,179208.92925936508
206,California,Stanislaus County,535684,45.0,43.4,2.5,0.4,5.4,0.6,24007,17.2,27.2,18.0,23.8,14.4,16.7,80.5,10.9,0.8,1.5,1.7,4.6,28.2,79.4,13.8,6.7,0.2,11.8,280520.0736288609
208,California,Tehama County,63247,24.2,69.2,0.6,1.5,1.4,0.0,22631,20.9,23.7,22.1,23.6,14.3,16.3,81.2,9.4,0.3,2.9,1.5,4.7,23.5,74.2,16.3,9.4,0.1,10.1,194450.64723689514
211,California,Tuolumne County,53899,11.8,80.8,1.7,1.3,1.1,0.2,31570,13.6,32.8,25.6,21.2,11.7,8.7,80.3,8.5,0.6,2.4,1.7,6.5,27.0,68.7,18.1,12.8,0.3,7.9,288150.38888012577
214,California,Yuba County,74644,27.4,56.3,3.2,1.0,6.3,0.3,22814,18.5,29.3,19.9,24.1,13.8,13.0,78.3,13.4,1.0,1.2,1.4,4.8,30.7,67.9,22.0,9.8,0.4,9.9,240542.73053768856
215,Colorado,Adams County,487850,39.3,51.1,3.0,0.5,3.8,0.1,27487,12.2,29.8,18.9,24.1,13.7,13.5,77.7,11.2,3.8,1.2,1.1,5.0,29.2,83.6,11.2,5.1,0.1,5.1,313835.79436953575
217,Colorado,Arapahoe County,626612,18.9,61.3,10.2,0.3,5.6,0.2,36951,9.9,41.4,16.7,25.0,7.9,9.0,77.4,8.5,4.4,1.5,1.3,6.8,27.7,83.0,11.3,5.5,0.2,5.2,345292.1991608057
218,Colorado,Archuleta County,12592,18.3,76.7,1.1,2.1,0.7,0.0,29344,11.6,37.3,17.0,20.0,16.5,9.2,71.0,13.5,0.2,3.7,1.8,9.7,17.2,68.0,15.4,15.9,0.8,5.4,299987.98367853573
223,Colorado,Cheyenne County,2127,14.9,80.0,0.0,0.0,3.1,0.1,23698,11.8,37.1,12.1,19.2,17.5,14.1,73.1,5.7,0.0,6.6,2.9,11.7,12.6,60.4,22.8,16.4,0.4,8.1,95799.16033679551
229,Colorado,Delta County,30217,15.0,81.6,0.6,0.9,0.8,0.0,25546,16.5,34.5,19.7,17.7,17.7,10.5,75.4,10.3,0.2,4.7,1.4,8.0,24.3,70.4,13.4,15.9,0.4,8.5,213853.14484305689
230,Colorado,Denver County,678467,30.5,53.6,9.2,0.5,3.5,0.1,38991,15.1,46.1,16.8,21.5,7.9,7.7,69.9,8.1,6.8,4.4,3.3,7.6,25.3,83.5,10.8,5.5,0.1,4.5,383801.93249181117
235,Colorado,El Paso County,674826,16.5,69.9,5.8,0.4,2.7,0.4,31217,11.1,40.8,18.4,23.9,8.4,8.4,77.5,10.4,0.8,3.3,1.5,6.3,23.0,77.9,16.3,5.6,0.2,6.8,272866.1872193745
236,Colorado,Fremont County,46601,13.0,79.5,4.5,1.0,0.7,0.1,20919,15.8,30.8,25.7,23.7,12.7,7.2,81.9,8.8,0.3,2.3,2.5,4.3,22.7,64.7,27.6,7.7,0.1,6.2,182429.78632167436
237,Colorado,Garfield County,57945,28.1,68.6,0.4,0.5,0.8,0.0,31483,9.6,32.1,19.6,21.0,17.3,10.0,73.1,10.9,3.8,2.7,2.7,6.8,31.6,78.2,13.1,8.6,0.1,5.4,365788.62817048194
239,Colorado,Grand County,14793,8.1,86.9,0.4,0.0,1.9,0.7,32919,13.1,30.2,24.7,16.8,22.0,6.2,64.6,14.8,2.9,5.5,1.8,10.5,22.2,83.4,13.9,2.7,0.0,4.6,363517.46829167404
242,Colorado,Jefferson County,564029,15.2,78.7,1.0,0.4,2.7,0.1,40187,7.8,45.6,14.9,24.5,7.6,7.5,78.3,7.7,3.3,1.5,1.4,7.8,27.5,80.2,13.3,6.4,0.1,4.3,391437.58084210247
244,Colorado,Kit Carson County,7846,19.2,76.3,3.2,0.1,0.4,0.5,26125,11.5,30.4,18.3,22.7,21.7,6.9,74.5,11.2,0.8,5.2,1.0,7.3,12.1,66.0,22.5,11.2,0.3,5.3,127785.9661460629
245,Colorado,Lake County,7481,33.9,64.3,0.1,0.0,0.6,0.0,28492,12.8,30.5,20.1,23.1,18.4,8.0,67.0,10.3,1.5,10.9,2.0,8.3,28.6,72.7,18.1,9.2,0.0,5.7,218462.94038203743
246,Colorado,La Plata County,54469,12.6,79.0,0.5,5.2,0.6,0.0,34501,9.6,40.1,18.4,22.6,11.2,7.6,73.8,9.2,1.2,5.6,3.4,6.8,21.4,73.5,16.6,9.7,0.3,4.4,386790.4305041721
247,Colorado,Larimer County,330976,11.2,83.2,0.9,0.5,2.0,0.1,34087,12.4,43.4,17.4,22.5,8.1,8.6,75.0,8.8,1.3,2.5,4.8,7.5,22.8,77.1,16.4,6.3,0.2,5.3,365726.88623706327
248,Colorado,Las Animas County,14151,42.4,52.7,0.8,2.1,0.8,0.0,24268,17.0,31.7,24.6,20.5,13.2,9.9,71.6,13.6,0.8,5.8,0.6,7.6,20.6,63.5,26.2,10.1,0.2,7.8,118942.05636067611
250,Colorado,Logan County,21885,15.5,78.1,1.1,0.7,1.0,0.0,24595,16.8,29.1,21.4,20.8,15.7,13.0,75.7,12.0,0.5,5.8,0.7,5.3,19.2,71.0,19.4,9.4,0.2,6.2,143283.37157953574
251,Colorado,Mesa County,148798,14.2,81.8,0.7,0.6,0.7,0.1,27612,16.0,33.8,18.4,23.7,12.5,11.6,77.9,9.2,0.4,3.7,2.6,6.2,20.2,79.2,14.2,6.3,0.4,8.0,223425.03873357663
253,Colorado,Moffat County,13056,14.9,81.4,1.0,0.5,0.1,0.6,27331,10.1,27.7,16.9,24.2,20.9,10.3,72.6,17.7,1.1,4.1,1.0,3.6,22.0,78.9,15.0,5.4,0.6,3.6,159433.39211256543
254,Colorado,Montezuma County,25770,12.2,73.1,0.2,11.8,0.1,0.1,24440,16.8,31.8,22.4,22.7,12.3,10.7,78.8,8.2,0.1,3.4,1.1,8.5,22.0,66.1,21.9,11.7,0.3,5.9,230469.96328614393
255,Colorado,Montrose County,40908,20.5,76.2,0.4,0.5,0.7,0.3,24308,17.8,31.9,19.7,21.2,16.0,11.2,80.8,10.6,0.3,2.1,1.4,4.7,17.8,73.4,15.9,10.4,0.3,8.0,229848.33369197475
257,Colorado,Otero County,18325,41.5,54.5,0.7,0.5,1.0,0.9,20358,22.9,35.1,20.6,20.1,11.4,12.9,79.4,10.4,0.1,3.8,1.3,5.2,16.2,66.7,24.0,8.9,0.5,9.3,80983.5480816766
260,Colorado,Phillips County,4327,20.1,77.4,0.2,0.3,0.4,0.0,27790,8.1,32.2,20.2,20.4,16.4,10.8,71.5,16.4,0.0,7.7,1.4,3.0,15.8,70.9,15.5,13.2,0.5,2.0,145663.44839592467
262,Colorado,Prowers County,12084,37.2,60.0,0.4,0.2,0.6,0.0,22033,18.3,32.9,19.0,22.7,16.3,9.1,77.0,12.4,0.0,1.6,2.0,7.0,13.8,70.9,20.6,8.3,0.2,8.4,78642.1249255139
263,Colorado,Pueblo County,163368,42.7,52.4,1.6,0.5,0.7,0.1,23110,19.8,31.3,21.4,25.6,9.6,12.1,81.5,11.2,1.1,2.1,1.2,2.9,21.8,76.6,17.9,5.3,0.2,9.3,152956.4608470725
265,Colorado,Rio Grande County,11430,44.6,52.2,0.3,1.7,0.2,0.2,22412,18.1,27.8,16.9,23.7,20.7,10.9,78.1,13.7,0.6,2.6,1.3,3.6,17.4,68.2,20.4,11.0,0.3,8.8,146089.12228562954
272,Colorado,Teller County,23769,6.2,89.5,0.7,0.4,1.0,0.0,34974,7.5,38.4,20.8,20.7,12.0,8.1,75.4,12.6,0.4,2.2,2.1,7.3,32.6,74.1,18.6,7.0,0.4,6.7,261082.19547965657
273,Colorado,Washington County,4809,9.6,87.8,0.9,0.3,0.5,0.0,26279,9.9,39.0,15.0,16.1,14.9,14.9,74.7,9.2,0.7,3.3,1.0,11.1,24.0,63.9,20.9,15.0,0.2,4.2,117224.10344969493
274,Colorado,Weld County,285729,29.0,66.4,1.0,0.4,1.3,0.1,29226,11.2,33.2,16.9,22.7,13.0,14.2,80.0,10.6,0.6,2.1,1.3,5.5,26.7,80.6,12.9,6.3,0.3,5.3,319156.5578405525
275,Colorado,Yuma County,10109,22.6,75.7,0.5,0.3,0.0,0.0,24789,14.3,29.4,14.4,22.2,21.4,12.6,68.8,13.8,0.1,6.5,0.3,10.5,15.7,71.6,15.5,12.4,0.5,2.4,155075.19503291513
277,Connecticut,Hartford County,897417,17.3,62.5,12.8,0.1,5.0,0.0,37817,11.2,43.4,16.7,23.5,6.2,10.3,81.1,8.4,3.3,2.1,1.1,4.0,23.0,80.9,13.8,5.0,0.2,7.4,213582.46691814848
278,Connecticut,Litchfield County,184454,5.7,89.4,1.5,0.1,1.9,0.0,40619,6.8,40.8,17.0,21.6,9.8,10.8,83.7,6.2,1.4,2.4,1.0,5.3,27.4,77.7,13.5,8.6,0.2,6.0,225688.7122037421
279,Connecticut,Middlesex County,164110,5.9,84.4,4.9,0.1,2.9,0.0,43695,7.2,45.4,15.2,23.5,7.9,8.0,81.9,6.9,1.6,2.9,1.2,5.6,26.1,80.2,13.1,6.6,0.1,5.1,252982.32608726108
280,Connecticut,New Haven County,862127,17.2,64.1,12.3,0.1,3.9,0.0,35085,12.1,41.3,17.7,23.5,7.1,10.3,78.4,8.4,4.1,3.6,1.3,4.2,24.9,81.0,13.1,5.7,0.2,7.7,212631.1101700187
281,Connecticut,New London County,270772,10.0,76.2,5.2,0.5,4.1,0.0,36881,9.9,40.1,21.9,20.6,8.0,9.5,80.0,8.9,1.5,3.6,1.2,4.8,23.4,78.5,16.0,5.3,0.1,7.0,223263.20002679303
282,Connecticut,Tolland County,151596,5.2,85.4,2.9,0.0,4.4,0.0,37830,6.5,42.7,17.0,22.5,8.6,9.2,80.6,6.8,2.0,4.6,1.0,5.0,26.3,76.1,18.5,5.3,0.1,5.8,226924.51622448838
283,Connecticut,Windham County,116674,11.1,83.5,1.8,0.0,1.3,0.0,29993,11.1,33.1,20.5,23.0,10.6,12.8,82.8,8.6,0.6,3.0,1.0,4.1,26.3,78.3,16.4,5.1,0.2,7.6,189603.674942223
284,Delaware,Kent County,173145,6.8,62.7,24.1,0.6,2.0,0.0,27420,13.0,33.5,19.8,22.9,9.9,13.8,82.1,9.6,1.2,1.8,1.1,4.2,26.3,74.7,21.1,4.0,0.2,6.7,204847.6540580374
285,Delaware,New Castle County,555036,9.6,58.5,24.1,0.2,5.4,0.0,34541,11.9,43.9,17.0,23.4,7.1,8.7,80.5,7.7,4.0,2.4,1.1,4.2,25.7,84.7,12.0,3.2,0.1,6.5,235173.3112394628
286,Delaware,Sussex County,215551,9.2,74.9,12.1,0.4,1.2,0.0,31874,12.0,33.3,18.7,24.0,11.2,12.8,83.4,7.3,0.7,1.6,1.3,5.6,25.3,79.3,14.8,5.8,0.1,6.1,304416.7797725045
288,Florida,Alachua County,259865,9.3,62.0,19.8,0.3,5.9,0.1,26431,23.3,46.1,19.2,23.3,5.3,6.2,74.7,8.8,4.1,3.3,4.6,4.5,21.2,70.2,25.5,4.2,0.1,6.6,174812.876405217
289,Florida,Baker County,27537,2.4,81.9,13.8,0.4,0.7,0.0,22440,17.2,29.9,19.0,26.7,10.6,13.9,84.9,9.1,0.0,0.1,2.4,3.5,29.9,69.1,26.7,4.0,0.2,5.8,167690.08400542338
290,Florida,Bay County,180117,6.0,77.3,10.7,0.7,2.3,0.0,26742,15.4,32.0,22.2,25.1,10.2,10.5,81.7,10.5,1.2,1.3,2.0,3.3,22.8,77.5,16.0,6.2,0.4,6.4,186931.36286679667
291,Florida,Bradford County,26775,3.8,74.5,19.1,0.3,0.6,0.0,19656,18.8,31.7,22.8,23.7,11.0,10.8,87.5,7.1,0.1,2.1,1.8,1.4,31.1,71.3,24.9,3.6,0.2,7.6,116544.33756218776
292,Florida,Brevard County,568183,9.7,75.3,9.8,0.3,2.4,0.1,29405,13.4,38.4,19.1,24.7,8.5,9.4,81.6,8.0,0.6,1.1,2.7,6.0,24.5,81.6,13.1,5.2,0.2,7.6,191657.32676872026
295,Florida,Charlotte County,173236,6.9,84.4,5.5,0.3,1.2,0.0,29243,12.0,29.0,22.3,29.0,12.1,7.6,79.0,8.8,0.2,1.0,3.2,7.7,24.7,79.7,12.9,7.0,0.4,8.9,190371.7354410242
296,Florida,Citrus County,141373,5.3,88.6,2.8,0.3,1.6,0.0,25034,17.4,28.2,23.5,25.2,11.2,11.9,81.7,8.1,0.3,1.2,2.9,5.8,25.3,79.9,12.8,6.8,0.4,9.9,139123.28708329433
297,Florida,Clay County,203291,9.3,74.2,9.6,0.1,3.0,0.1,28599,10.4,33.5,18.3,26.6,10.9,10.7,83.3,8.1,0.1,1.1,1.9,5.4,33.3,82.1,14.1,3.8,0.1,8.1,185786.79010799198
298,Florida,Collier County,356774,27.2,63.6,6.8,0.2,1.3,0.0,41239,12.8,30.6,24.2,24.1,13.5,7.6,74.6,11.3,2.4,1.5,2.8,7.3,24.5,84.6,8.2,7.0,0.1,5.3,338702.72998493974
299,Florida,Columbia County,68484,5.8,73.1,17.6,0.2,0.9,0.1,22855,16.8,30.3,20.7,25.0,13.0,11.0,83.7,10.6,0.2,0.6,1.3,3.7,24.8,73.2,22.3,4.4,0.2,9.5,130434.98600531956
300,Florida,Dixie County,16323,3.9,84.8,7.1,0.4,0.5,0.0,19342,23.7,25.9,17.3,24.7,16.1,15.9,77.1,14.0,0.0,1.3,1.8,5.8,26.7,69.4,22.0,8.1,0.5,6.2,97987.60891458452
301,Florida,Duval County,912043,9.0,54.1,29.3,0.2,4.6,0.1,28593,16.0,36.6,18.3,27.1,7.8,10.3,80.3,9.4,1.9,1.7,2.0,4.8,24.5,84.1,11.4,4.5,0.1,7.4,165728.77025938072
302,Florida,Escambia County,309924,5.5,64.8,21.6,0.4,2.8,0.1,25666,14.6,32.6,20.6,28.8,8.3,9.7,75.9,10.6,0.6,2.1,1.7,9.0,21.9,78.3,15.3,6.3,0.1,7.2,145683.00803472934
304,Florida,Franklin County,11675,5.2,78.2,13.6,0.1,0.4,0.7,23524,20.1,29.8,23.6,17.9,19.5,9.2,79.8,8.8,0.5,2.6,3.4,4.9,19.3,63.8,23.0,13.2,0.0,7.9,231489.1826062264
306,Florida,Gilchrist County,17191,5.5,87.2,5.8,0.1,0.1,0.0,21145,19.8,24.5,21.4,25.6,14.9,13.7,75.6,16.7,0.8,1.1,1.3,4.4,32.8,72.8,20.1,7.0,0.0,7.4,144178.45766077194
307,Florida,Glades County,13197,20.8,60.7,12.9,3.8,0.4,0.0,20476,18.0,27.8,16.0,25.6,17.2,13.5,75.8,12.3,0.2,4.1,2.4,5.3,25.3,65.8,22.1,12.1,0.0,10.0,118027.51941713576
308,Florida,Gulf County,16018,4.8,74.5,16.8,0.5,0.6,0.2,21085,14.9,29.4,28.0,21.5,10.9,10.2,71.1,17.7,0.0,0.8,3.9,6.5,22.4,76.8,18.1,4.9,0.2,5.4,200884.62436878184
309,Florida,Hamilton County,14238,9.2,54.9,34.1,0.6,0.0,0.0,16109,26.6,28.3,27.7,18.2,11.4,14.3,79.4,13.1,0.2,2.2,1.0,4.1,23.4,62.4,27.1,10.4,0.1,12.7,97420.81400785694
310,Florida,Hardee County,27326,43.2,47.4,7.9,0.2,0.6,0.0,18643,24.5,22.9,20.5,20.6,21.1,15.0,79.5,12.3,3.5,1.1,1.4,2.3,23.9,77.5,14.4,8.0,0.0,9.1,104069.96700615723
312,Florida,Hernando County,179144,12.2,79.3,4.9,0.3,1.2,0.0,23495,14.3,29.6,19.9,29.7,10.1,10.7,82.0,9.1,0.2,0.9,1.9,5.8,29.6,81.8,13.0,4.9,0.2,8.8,145838.6445274829
313,Florida,Highlands County,100177,18.9,68.4,9.3,0.3,1.5,0.0,23020,18.7,29.3,21.5,26.6,14.1,8.6,79.8,9.1,2.7,1.7,1.8,4.9,20.4,79.8,13.7,6.2,0.3,11.5,117850.97690370477
315,Florida,Holmes County,19483,2.7,87.1,7.3,1.1,0.2,0.2,18402,26.6,27.9,21.3,22.9,14.5,13.4,84.3,9.2,0.2,1.6,1.1,3.6,28.2,71.8,20.6,7.6,0.0,11.5,106031.76229848697
316,Florida,Indian River County,147981,12.1,75.9,8.9,0.2,1.2,0.0,33122,12.7,32.6,21.0,27.2,11.2,8.1,79.6,9.7,0.4,0.9,1.9,7.6,22.4,81.1,11.5,7.1,0.3,8.2,205782.6401061579
317,Florida,Jackson County,48571,4.6,65.5,26.8,0.7,0.6,0.1,18126,21.6,29.1,27.1,23.1,10.4,10.4,88.6,6.1,0.0,1.3,1.6,2.4,23.0,66.9,29.0,3.9,0.1,11.2,97095.91806438146
318,Florida,Jefferson County,14085,4.0,58.2,35.1,0.4,0.1,0.0,22452,13.9,40.8,22.1,21.0,10.1,6.0,84.5,10.3,0.0,0.6,0.4,4.2,28.7,65.5,28.9,5.6,0.0,7.2,145716.23215718308
320,Florida,Lake County,326215,14.4,71.1,9.9,0.3,1.9,0.0,25991,12.8,32.0,21.4,27.8,9.5,9.4,81.5,10.0,0.3,0.8,1.3,6.1,28.8,82.8,11.8,5.3,0.1,7.2,199281.54962781267
321,Florida,Lee County,700165,20.2,68.4,8.2,0.2,1.5,0.0,30233,14.9,30.4,21.7,27.7,11.8,8.3,79.9,9.7,0.8,1.0,2.9,5.6,27.2,83.2,10.3,6.2,0.2,7.1,223507.12968200285
322,Florida,Leon County,285890,6.1,57.2,30.7,0.2,3.3,0.0,28548,20.5,45.1,18.2,26.4,5.2,5.1,80.7,9.4,1.6,2.4,2.0,3.9,20.8,64.8,31.3,3.8,0.1,8.8,180187.97401134568
323,Florida,Levy County,39713,8.0,80.3,8.7,0.2,0.6,0.0,21043,21.9,23.3,23.7,24.4,16.9,11.6,80.6,10.9,0.0,1.5,1.1,5.9,30.0,72.3,18.0,9.5,0.2,8.5,135090.41991177454
325,Florida,Madison County,18518,5.1,54.4,38.8,0.2,1.0,0.0,17192,31.9,27.6,18.4,26.0,9.7,18.3,82.3,9.6,0.0,3.1,2.2,2.9,27.0,67.1,27.2,5.3,0.4,8.1,110152.83750455092
326,Florida,Manatee County,363542,15.9,71.9,8.6,0.2,1.9,0.1,30477,13.4,33.1,20.7,26.9,9.7,9.6,79.7,8.7,0.8,1.4,1.8,7.5,25.4,83.1,10.9,5.8,0.2,6.6,248164.5659859019
327,Florida,Marion County,343778,12.4,71.3,12.3,0.3,1.5,0.0,23598,17.6,28.5,22.6,28.7,10.0,10.2,80.4,9.6,0.4,1.6,1.6,6.4,25.4,80.0,12.7,6.8,0.5,9.0,141425.4893813538
328,Florida,Martin County,155719,13.2,79.0,5.4,0.2,1.3,0.1,38021,10.9,36.9,21.1,25.8,9.5,6.8,77.5,10.1,0.3,1.3,2.4,8.4,26.3,81.9,11.2,6.7,0.3,6.5,257313.97020528035
331,Florida,Nassau County,78435,3.8,87.5,6.1,0.4,0.9,0.0,33337,11.4,34.5,18.4,23.4,10.9,12.8,83.4,9.3,0.1,1.9,1.6,3.7,29.8,80.6,13.8,5.5,0.0,5.7,251441.24187830827
332,Florida,Okaloosa County,197591,8.7,74.5,9.5,0.6,2.8,0.1,30775,11.5,35.5,22.4,24.3,10.0,7.8,82.9,8.6,0.3,1.8,2.8,3.5,23.6,73.2,20.1,6.5,0.2,6.1,208252.85999047363
333,Florida,Okeechobee County,40228,25.0,64.0,8.0,0.6,0.9,0.2,18611,22.3,21.3,22.2,21.9,20.8,13.8,80.6,13.3,0.2,1.9,1.7,2.3,24.0,78.2,13.4,8.2,0.1,9.0,123684.48789835635
337,Florida,Pasco County,498136,14.0,76.4,5.0,0.3,2.4,0.1,26624,13.6,36.1,18.8,27.5,9.1,8.5,80.6,8.7,0.4,1.0,1.9,7.5,31.6,81.8,12.5,5.5,0.3,7.0,178236.34069341954
338,Florida,Pinellas County,949842,9.2,74.7,10.0,0.2,3.3,0.1,32120,13.7,37.7,18.4,28.0,7.2,8.6,79.1,7.8,1.8,1.6,3.0,6.7,24.4,83.8,10.6,5.5,0.1,6.4,207074.59642346576
339,Florida,Polk County,652256,20.6,61.0,14.7,0.2,1.7,0.0,22579,17.3,29.9,20.7,25.6,10.6,13.3,82.2,10.1,0.5,1.1,1.9,4.2,26.0,83.9,11.0,5.0,0.1,7.7,161207.29064828993
340,Florida,Putnam County,72435,9.8,71.7,16.2,0.3,0.6,0.0,18950,27.6,23.3,22.8,24.0,15.9,14.0,78.5,12.7,0.7,1.8,1.9,4.4,27.9,78.0,15.9,5.8,0.2,10.3,98901.03571060301
341,Florida,Santa Rosa County,166778,5.2,82.9,5.8,0.5,1.9,0.1,28908,11.3,37.7,15.9,26.0,10.9,9.4,83.2,9.9,0.1,0.5,1.1,5.1,28.7,77.7,16.4,5.8,0.1,6.3,188524.26524582566
342,Florida,Sarasota County,404839,8.8,83.5,4.5,0.2,1.6,0.0,37054,10.5,34.2,21.8,26.7,9.6,7.7,83.1,6.7,0.7,0.9,2.0,6.6,23.6,81.6,9.6,8.6,0.2,5.7,256570.4859868594
343,Florida,Seminole County,449260,20.1,62.3,10.6,0.1,4.2,0.1,31363,11.8,44.8,15.6,26.9,5.8,6.9,82.0,7.7,0.8,0.7,1.6,7.1,27.1,83.2,11.2,5.4,0.2,6.6,220249.27735744932
